"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","0","105","41","20","24","15","-","Tidak Sehat","Baik","Baik","Baik","Baik","pm25","Tidak Sehat"
"04:00","0","106","41","20","23","15","-","Tidak Sehat","Baik","Baik","Baik","Baik","pm25","Tidak Sehat"
"05:00","0","108","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"06:00","0","110","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"07:00","0","111","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"08:00","0","113","0","21","24","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"09:00","0","114","0","21","25","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"10:00","0","113","0","21","25","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"11:00","0","113","0","21","25","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"12:00","0","114","0","21","25","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"13:00","0","113","0","21","24","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"14:00","0","113","0","21","24","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"15:00","0","114","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"16:00","0","115","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"17:00","0","115","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"18:00","0","115","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"19:00","0","119","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"20:00","0","121","0","21","23","16","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"21:00","0","121","0","22","23","17","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"22:00","0","121","0","22","22","17","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
"23:00","0","127","0","23","23","18","-","Tidak Sehat","-","Baik","Baik","Baik","pm25","Tidak Sehat"
